index,drybulb,damp,glohorzrad,difhorzrad,t_sky,t_ground,wind_speed
39,8.4,1.61,231.88,104.6,259.89,11.46,1.0
40,7.81,1.66,102.4,46.19,258.31,9.96,1.0
41,6.38,1.78,0.0,0.0,255.76,7.38,1.0
42,4.63,1.92,0.0,0.0,252.64,4.25,1.0
43,3.07,2.05,0.0,0.0,249.38,1.05,1.0
44,2.2,2.23,0.0,0.0,246.47,-1.7,1.0
45,2.2,2.46,0.0,0.0,244.34,-3.62,1.0
46,2.13,2.61,0.0,0.0,243.09,-4.77,1.0
47,1.81,2.64,0.0,0.0,242.51,-5.34,1.0
48,1.35,2.56,0.0,0.0,239.34,-5.52,1.0
49,0.85,2.44,0.0,0.0,239.46,-5.47,1.0
50,0.4,2.28,0.0,0.0,239.56,-5.4,2.0
51,0.09,2.11,0.0,0.0,239.47,-5.43,2.0
52,-0.11,1.9,0.0,0.0,239.24,-5.49,2.0
53,-0.25,1.71,0.0,0.0,239.1,-5.47,2.0
54,-0.38,1.5,0.0,0.0,239.16,-5.26,2.0
55,-0.54,1.29,0.0,0.0,239.62,-4.74,2.0
56,-0.8,1.08,44.42,13.24,240.62,-3.8,7.0
57,-1.18,0.88,100.42,100.42,242.25,-2.39,7.0
58,-1.63,0.71,295.44,88.09,244.24,-0.71,7.0
59,-2.09,0.57,429.12,86.56,246.23,0.95,7.0
60,-2.5,0.46,478.08,96.44,247.88,2.33,7.0
61,-2.79,0.39,460.25,92.84,248.83,3.13,7.0
62,-2.9,0.35,345.68,103.07,248.75,3.1,10.0
63,-3.16,0.34,136.2,136.2,247.52,2.05,10.0
64,-3.78,0.33,60.39,60.39,245.45,0.21,10.0
65,-4.54,0.33,0.0,0.0,242.85,-2.08,10.0
66,-5.19,0.33,0.0,0.0,240.04,-4.5,10.0
67,-5.5,0.32,0.0,0.0,237.33,-6.72,10.0
68,-5.4,0.31,0.0,0.0,235.09,-8.4,5.0
69,-5.31,0.26,0.0,0.0,233.74,-9.32,5.0
70,-5.36,0.2,0.0,0.0,233.12,-9.66,5.0
71,-5.55,0.13,0.0,0.0,232.89,-9.7,5.0
72,-5.92,0.07,0.0,0.0,231.6,-9.72,5.0
73,-6.46,0.05,0.0,0.0,231.31,-9.99,5.0
74,-7.2,0.06,0.0,0.0,230.65,-10.8,5.0
75,-8.12,0.11,0.0,0.0,229.34,-12.3,5.0
76,-9.1,0.18,0.0,0.0,227.6,-14.16,5.0
77,-10.0,0.25,0.0,0.0,225.93,-15.88,5.0
78,-10.66,0.31,0.0,0.0,224.9,-17.01,5.0
79,-10.94,0.35,0.0,0.0,225.07,-17.08,5.0
80,-10.7,0.39,52.49,5.14,227.0,-15.6,2.0
81,-9.84,0.4,199.59,19.56,230.95,-12.32,2.0
82,-8.46,0.39,344.22,33.74,236.21,-7.8,2.0
83,-6.72,0.36,454.82,44.58,241.82,-2.79,2.0
84,-4.8,0.32,506.59,49.65,246.91,1.92,2.0
85,-2.84,0.26,487.76,47.8,250.63,5.57,2.0
86,-1.0,0.24,402.6,39.46,252.18,7.4,6.0
87,0.1,0.28,270.39,26.5,251.25,6.88,6.0
88,-0.14,0.35,120.42,11.8,248.5,4.46,6.0
89,-0.75,0.46,0.0,0.0,244.38,0.83,6.0
90,-1.58,0.56,0.0,0.0,239.62,-3.31,6.0
91,-2.48,0.64,0.0,0.0,234.99,-7.29,6.0
92,-3.3,0.68,0.0,0.0,231.33,-10.4,2.0
93,-3.93,0.68,0.0,0.0,229.31,-12.14,2.0
94,-4.4,0.67,0.0,0.0,228.71,-12.73,2.0
95,-4.78,0.65,0.0,0.0,229.04,-12.57,2.0
96,-5.14,0.63,0.0,0.0,230.8,-12.06,2.0
97,-5.56,0.63,0.0,0.0,231.56,-11.6,2.0
98,-6.1,0.65,0.0,0.0,231.81,-11.6,0.0
99,-6.8,0.69,0.0,0.0,231.24,-12.31,0.0
100,-7.57,0.73,0.0,0.0,230.17,-13.44,0.0
101,-8.28,0.77,0.0,0.0,229.1,-14.54,0.0
102,-8.8,0.81,0.0,0.0,228.54,-15.18,0.0
103,-9.0,0.83,0.0,0.0,229.0,-14.91,0.0
104,-8.2,0.88,27.94,7.89,230.84,-13.3,1.0
105,-6.51,0.93,104.88,29.62,234.38,-10.09,1.0
106,-4.38,0.95,333.55,63.18,239.12,-5.75,1.0
107,-2.09,0.91,440.38,83.41,244.26,-0.94,1.0
