,0,1,2,3,4,5,6,7,8,9
65,506.0786583741716,2464.2375588940586,1523.9697193602535,2514.373476602112,246.37094563352937,133.0,59.0,2325.016901296121,3238.5830201023546,280.98767837392234
66,593.9414217663307,337.5504158587113,229.5377208462773,145.0,214.37094563352937,324.7217062825266,59.0,440.6779704368314,3564.00773382568,203.0
67,2837.6695139397543,2986.447528497812,213.58700349004232,177.7118820703658,224.83071081535948,531.7450346034934,208.0,591.016901296121,2407.8296863166415,155.0
68,296.63159685811326,2331.5484681962757,1639.955245015656,169.0,214.37094563352937,498.3352040010038,234.02958605582467,545.8446611447077,454.9914286433357,2271.8342536653736
69,557.5234626211964,354.23755889405834,4473.721969069351,266.0,52.0,333.1595519757832,2229.0,2691.844661144708,11341.815693345316,1629.9866324698257
70,2399.430043202106,887.5504158587113,613.3388270157398,238.0,52.0,49.0,2452.4197705047627,426.82775984858677,3375.00773382568,237.98767837392234
71,296.0,382.23755889405834,119.0,50.0,214.37094563352937,49.0,308.0,605.0,342.9914286433357,272.2836567972038
72,47.0,54.0,47.0,50.0,52.0,49.0,59.0,38.0,50.0,51.0
73,47.0,54.0,47.0,85.0,52.0,49.0,59.0,38.0,50.0,51.0
74,47.0,54.0,47.0,50.0,222.40167656225802,49.0,59.0,38.0,50.0,260.0081454301724
75,161.02847547122235,54.0,47.0,50.0,52.0,49.0,205.54599702885812,38.0,50.0,51.0
76,161.02847547122235,54.0,47.0,50.0,208.19427356982894,159.48179480866168,59.0,38.0,50.0,123.0
77,161.02847547122235,8503.815510394348,47.0,234.0264923789454,52.0,321.5010105146614,59.0,38.0,50.0,51.0
78,161.02847547122235,416.1153194091693,47.0,50.0,222.40167656225802,356.5010105146614,79.0,150.0,50.0,51.0
79,1410.6538899276316,1342.3871110219018,119.31329489820942,110.0,52.0,49.0,131.0,436.41857118197623,50.0,63.0
80,119.0,2656.4889806140022,2567.851277822925,272.0,112.0,49.0,308.0,110.0,50.0,244.54157951624188
81,2546.0,489.64260822781245,2816.0736937281845,322.0,52.0,49.0,59.0,110.0,50.0,266.5415795162419
82,394.72665814008116,256.1153194091693,1043.047524592762,202.0,378.59595013208695,49.0,59.0,3022.8200597385435,50.0,312.66578211527803
83,47.0,126.0,428.0475245927621,2650.27394624131,52.0,49.0,205.54599702885812,279.74782993634506,50.0,266.5415795162419
84,47.0,54.0,368.8733940519756,50.0,222.40167656225802,211.01921570599976,59.0,2273.38180503801,196.50837273769497,266.5415795162419
85,47.0,54.0,325.45488714560594,306.02649237894536,52.0,49.0,73.03636966622585,428.2069528991067,3032.7210668614075,51.0
86,47.0,196.20465173529223,476.0475245927621,122.0,208.19427356982894,49.0,504.9440331709112,376.41857118197623,288.18279612147614,260.0081454301724
87,2102.0,2263.2046517352924,541.7667679879427,136.742559263501,378.59595013208695,49.0,131.0,110.0,122.0,51.0
88,385.3367838304421,470.1153194091693,338.02540836371156,50.0,354.7455092034689,49.0,131.0,295.1160009102855,475.14749981054536,3608.9844387953726
89,491.9390807556859,311.5183374496844,1514.6384339115637,50.0,1655.7566372525953,211.01921570599976,191.0,9316.63305811934,3340.507769898474,2329.1323480292085
90,2452.170301824403,2527.518337449684,1043.047524592762,2252.0,52.0,49.0,265.5459970288581,400.41857118197623,523.6160643652689,370.5415795162419
91,3010.407873107376,443.5183374496844,4406.9043386413305,249.0,2902.8101876203114,49.0,241.0,2334.973311517322,3403.7210668614075,51.0
92,516.9308283919072,487.20465173529226,2261.0784691821173,362.0,222.40167656225802,190.6876202972593,286.7484417904145,523.747829936345,509.5807680543381,51.0
93,2564.4692159503516,3326.809234998248,798.0475245927621,82.0,383.14718576572693,230.01019746750103,2417.775018305595,962.3025702716908,831.9604221630374,260.0081454301724
94,263.9206583592876,320.20465173529226,726.7667679879427,2253.0,52.0,344.16941510592096,218.74844179041455,378.6707412456312,3406.711989865902,51.0
95,704.3367838304421,579.2395901872974,796.4458454898648,366.0,52.0,49.0,422.29443881927267,3428.2791827013048,122.0,51.0
96,47.0,54.0,47.0,50.0,52.0,49.0,59.0,38.0,50.0,51.0
97,47.0,54.0,47.0,50.0,52.0,49.0,59.0,38.0,50.0,51.0
98,168.38051376155752,54.0,47.0,236.41768497116794,52.0,49.0,187.60617057016998,38.0,50.0,51.0
99,168.38051376155752,54.0,47.0,50.0,258.866323868857,49.0,59.0,38.0,50.0,213.09084700763987
100,168.38051376155752,54.0,47.0,50.0,52.0,49.0,59.0,38.0,50.0,51.0
101,168.38051376155752,54.0,47.0,50.0,217.9326367474902,49.0,59.0,38.0,50.0,51.0
102,168.38051376155752,54.0,47.0,50.0,52.0,49.0,59.0,38.0,268.82396637289935,213.09084700763987
103,2453.5549493974704,299.95772144588,2173.9842456551937,50.0,52.0,49.0,59.0,160.0,3253.952356355037,63.0
104,3031.6316586456596,711.7549522971879,443.487254370776,50.0,52.0,198.6141781608078,59.0,179.0,569.6786417006258,1200.899428449699
105,4879.174435635913,448.20566524017937,496.96425662489366,50.0,52.0,49.0,59.0,110.0,122.0,123.0
106,119.0,504.78649854953306,324.96425662489366,50.0,217.9326367474902,153.56476427974746,59.0,200.90860571408226,299.0,51.0
107,858.9192187026483,460.1780378042923,119.0,50.0,52.0,49.0,187.60617057016998,2093.0,50.0,51.0
108,168.38051376155752,54.0,119.0,100.0,52.0,153.56476427974746,59.0,2786.5895923543735,302.0795232649531,965.2089482432604
109,168.38051376155752,2181.5808333093537,47.0,236.41768497116794,52.0,49.0,59.0,2493.9762821122113,3096.952356355037,268.33371047992136
110,168.38051376155752,280.6471437204881,47.0,236.41768497116794,52.0,196.51469852477814,59.0,38.0,422.82396637289935,281.7048253832876
111,168.38051376155752,772.0663104111344,47.0,50.0,217.9326367474902,49.0,59.0,2093.0,5107.498913648551,184.33371047992134
112,312.3805137615575,738.7698038174374,1360.6133131959207,100.0,196.3547497651372,153.56476427974746,59.0,364.9086057140822,301.3193230887487,309.7048253832876
113,482.55494939747047,684.0663104111344,471.07915789742026,172.0,3947.42334957322,49.0,72.9057391954059,70.0,2915.6330332662883,2995.025169645757
114,346.53870494109077,470.0663104111344,340.6677702621848,497.4487754700412,353.93263674749016,49.0,2126.0,2772.5873772154496,5280.87847293097,270.0
115,3898.9602354727513,215.0,309.6529156365899,197.0,1264.9406010609284,250.6141781608078,226.0,274.0,560.8765275150577,123.0
116,517.2560511897889,389.5808333093537,323.07915789742026,2240.0,2959.770135024919,320.2098967415921,2733.60617057017,543.7031674602222,376.371884230907,51.0
117,595.241271813619,2360.54824115289,2412.9111051889377,205.44877547004117,3190.025578558169,310.6141781608078,1161.7268124161424,3270.2707992943097,380.82396637289935,213.09084700763987
118,4483.174435635913,54.0,491.487254370776,150.0,306.61019329838683,139.0,132.90573919540589,281.6110951032382,6747.422442029103,51.0
119,191.0,54.0,419.63054265059736,3010.1785275212433,287.61019329838683,196.51469852477814,59.0,335.5197008173205,2915.6330332662883,51.0
120,47.0,54.0,47.0,50.0,52.0,49.0,59.0,38.0,50.0,51.0
121,47.0,114.0,119.0,50.0,52.0,49.0,59.0,244.91402876629627,50.0,51.0
122,47.0,54.0,119.0,50.0,52.0,49.0,59.0,38.0,50.0,228.75513215744633
123,47.0,54.0,47.0,50.0,52.0,49.0,59.0,38.0,50.0,51.0
124,47.0,54.0,47.0,50.0,52.0,49.0,59.0,38.0,50.0,51.0
125,47.0,54.0,47.0,50.0,340.3540707281387,220.19766944790638,245.1903244099731,38.0,50.0,51.0
126,47.0,54.0,47.0,50.0,192.74160984154824,49.0,59.0,38.0,62.98956042781968,228.75513215744633
127,47.0,54.0,47.0,255.13054590421862,102.0,49.0,2044.0996829087528,38.0,5169.236590254058,51.0
128,2401.010339656143,560.9288684489956,164.77452706785937,255.13054590421862,192.74160984154824,220.19766944790638,59.0,38.0,362.13906152407435,51.0
129,422.01033965614283,408.50059759252724,361.77452706785937,50.0,52.0,220.19766944790638,203.0,2144.0701492881794,542.1948081648736,175.0
130,2737.010339656143,435.67691579013814,505.27768888210153,50.0,52.0,49.0,329.1903244099731,392.9658524684698,5283.716965610153,136.17173648270432
131,2453.6093313688234,3084.213967008781,357.9922267277622,50.0,52.0,49.0,59.0,3286.0361793982024,1642.5875059749292,2119.1717364827045
132,278.4223555226013,321.49884243675444,1123.6850004317996,50.0,199.61246088659044,75.80676022437828,59.0,414.8520046398589,726.2941423791815,275.47638204021047
133,833.0103396561428,310.9384491875168,4376.627050770147,50.0,192.74160984154824,220.19766944790638,59.0,2339.9140287662963,5041.2758999819425,203.47638204021047
134,527.4223555226013,2351.5005975925274,310.1716087245073,50.0,64.64348311142771,63.80676022437827,59.0,210.0,345.56968758010476,51.0
135,3000.900574633389,381.49884243675444,411.8850447278362,255.13054590421862,217.77514539118803,49.0,59.0,616.3685853960355,330.13906152407435,228.75513215744633
136,274.01033965614283,1168.9384491875169,446.11939277454644,50.0,221.41862850261575,255.80676022437828,59.0,332.65838084693104,412.12862195189405,51.0
137,2513.010339656143,377.11652254090046,601.9983321150723,368.8173059336731,220.77514539118803,2814.8563721115956,59.0,174.0,3099.9055721492523,51.0
138,355.0,407.4378515949896,431.22380504721303,121.0,205.77514539118803,309.41829090241026,59.0,2293.0,534.1390615240744,228.75513215744633
139,3063.1293729845765,743.9384491875169,550.9983321150723,2261.1357826528906,205.77514539118803,49.0,202.1511596239808,436.91402876629627,372.1948081648737,330.47638204021047
140,274.01033965614283,772.3623069189525,457.9983321150724,258.0,139.6434831114277,220.19766944790638,59.0,959.9658524684698,672.6358737930843,1368.2444490738062
141,1407.1806144293148,126.0,498.6073558457347,3781.000194538149,96.0,49.0,2044.2508425327337,603.6242333154008,6794.62654142708,1422.072712591102
142,381.63849114308204,126.0,523.0061053873102,286.0,3085.61809147263,451.61596035031664,1102.7872347853777,2572.121972990353,378.1122553879755,51.0
143,119.0,54.0,47.0,50.0,111.64348311142771,49.0,119.0,436.91402876629627,4254.484663641927,228.75513215744633
144,47.0,54.0,47.0,50.0,52.0,49.0,59.0,38.0,50.0,51.0
145,47.0,54.0,47.0,50.0,52.0,49.0,206.39611078046727,38.0,50.0,51.0
146,47.0,54.0,47.0,50.0,201.92664628406183,49.0,59.0,38.0,50.0,51.0
147,47.0,54.0,47.0,50.0,52.0,49.0,59.0,38.0,50.0,259.49669927288096
148,152.4775329032995,54.0,47.0,50.0,249.9392607558568,161.74858860744538,59.0,38.0,50.0,51.0
149,152.4775329032995,54.0,47.0,50.0,201.92664628406183,49.0,59.0,38.0,50.0,51.0
150,152.4775329032995,54.0,47.0,50.0,201.92664628406183,161.74858860744538,59.0,38.0,50.0,259.49669927288096
151,337.36987615568967,54.0,47.0,50.0,399.8659070399186,223.90260792845302,59.0,98.0,50.0,51.0
152,296.4775329032995,195.3153698744914,47.0,211.10936282099547,201.92664628406183,431.76562325521604,59.0,38.0,70.0,51.0
153,2319.394839233584,282.4594684526547,4423.8667652625845,294.0,52.0,480.4248701814517,59.0,38.0,420.2994646192216,51.0
154,2782.247721406447,368.2600502495594,482.19730659815616,412.0,52.0,264.52226225299864,296.9799720622357,188.64019831594916,484.2994646192216,259.49669927288096
155,2326.89234325239,54.0,7900.912651300108,2336.7260101528677,52.0,368.86301532676305,261.9799720622357,38.0,472.73456067230205,82.69913570527041
156,427.8923432523901,54.0,2248.1821922368604,84.56788240147878,52.0,483.76562325521604,211.97997206223567,395.9311707352253,2933.9656143516618,123.0
157,399.58322626158406,54.0,429.95318122387,50.0,123.90411372613926,223.90260792845302,455.9799720622357,11741.286682044905,50.0,123.0
158,2646.0,54.0,895.7022562375614,210.0,333.8433744819961,49.0,203.0,226.0019305116349,50.0,312.0
159,47.0,538.3153698744914,155.20270629094423,262.0,112.0,49.0,4076.7813166874557,2322.170831188412,212.99407669596582,423.1958349781513
160,310.35537815405695,557.7115853672206,306.2759386264148,344.0,201.0,49.0,5483.233691035436,243.0,2905.8801207217252,191.0
161,395.082028835054,219.6601834239251,375.52006400070104,345.0,330.8433744819961,161.74858860744538,451.41231847245194,488.0019305116349,394.9940766959658,2445.183313023573
162,3021.851531525389,330.82352138525977,452.4290718761878,231.0,141.0,223.90260792845302,3043.412318472452,518.1708311884123,592.9291267679763,123.0
163,469.04019723451734,436.71158536722055,298.4139575148919,50.0,3928.1694963032637,223.90260792845302,1492.7813166874555,1439.7818528358614,431.05168104338856,51.0
164,2387.2726844843414,317.3153698744914,370.53922370897806,50.0,199.9275388640836,49.0,358.9799720622357,2694.9311707352254,327.9940766959658,51.0
165,630.8923432523901,126.0,692.4290718761878,50.0,556.9626858938011,49.0,258.9799720622357,450.7622700584479,372.9634311313705,51.0
166,4959.964506178781,2278.3153698744914,534.1973065981562,50.0,311.02342513794434,49.0,59.0,181.0,50.0,51.0
167,2474.0,378.4594684526547,119.0,50.0,250.9275388640836,209.0,59.0,38.0,50.0,51.0
168,47.0,54.0,47.0,50.0,52.0,49.0,59.0,38.0,50.0,51.0
169,168.67967351985385,54.0,47.0,50.0,52.0,49.0,59.0,38.0,291.26502204725637,51.0
170,168.67967351985385,54.0,47.0,50.0,251.46151388488528,49.0,211.47573884721078,38.0,50.0,51.0
171,47.0,54.0,47.0,50.0,251.46151388488528,49.0,59.0,38.0,50.0,221.37374183375047
172,47.0,54.0,47.0,50.0,52.0,160.12050549488598,59.0,38.0,50.0,51.0
173,47.0,54.0,47.0,50.0,52.0,49.0,59.0,38.0,50.0,51.0
174,47.0,54.0,60.775953843615,50.0,52.0,347.25117042061316,59.0,38.0,50.0,232.0
175,47.0,54.0,393.00767828002995,110.75567787839091,52.0,49.0,99.0,170.0,50.0,51.0
176,348.0388986514851,2209.0,888.3426104431614,192.0,52.0,49.0,233.32472620664936,282.0,191.26502204725634,51.0
177,2102.0,126.0,3478.086359975614,1319.9585220415022,232.0,49.0,2060.465862970529,110.0,3449.2841479028657,84.53726030992948
178,119.0,54.0,360.9242038315292,3321.6757519707835,1732.7824163704554,49.0,131.0,38.0,287.8946479310806,1285.6650300386975
179,2546.0,54.0,730.1482499879141,250.96752884112254,272.0,49.0,131.0,38.0,5278.5060154108005,64.53726030992948
180,550.4603072707677,54.0,10543.691881425922,63.75567787839092,2944.627700291474,165.6441442534518,2558.0,38.0,3331.0341172718,51.0
181,238.53843861104377,126.0,119.0,50.0,259.5440912748535,273.6067798020986,59.0,38.0,191.26502204725634,1348.3339315336266
182,119.0,200.90191414581543,119.0,122.0,52.0,49.0,59.0,38.0,3550.241010651116,293.3737418337505
183,2546.0,54.0,47.0,499.96752884112254,251.46151388488528,49.0,59.0,110.0,3261.7690952245434,51.0
184,154.53843861104377,322.90191414581545,236.92420383152918,50.0,1383.7649279637756,49.0,59.0,358.8553342583981,276.04934027630685,51.0
185,4157.0,1707.3195272755822,2724.7652059069337,50.0,427.2910580547039,49.0,59.0,346.8553342583981,3527.0341172718,51.0
186,298.5384386110438,2905.658678728213,341.9817532841746,50.0,3259.380272231063,265.6441442534518,211.47573884721078,2101.448836245166,333.76777825216715,51.0
187,2665.5384386110436,2559.598332921451,422.63538213573077,123.75567787839091,307.2910580547039,165.6441442534518,59.0,264.7373855053413,3430.8184355008502,156.0
188,226.53843861104377,126.0,151.0,2174.0,2984.0892141763593,2536.194951130262,323.4757388472108,433.13497188427743,50.0,287.0
189,10479.837963266584,263.59833292145106,2430.887507564254,417.7232067195134,2788.9765645596226,336.7646497483378,498.4266188749278,2283.0,50.0,221.37374183375047
190,1766.953419251136,393.69641877563566,47.0,3515.9200740923925,52.0,207.9971084517995,1655.812518727983,606.9903061426755,191.26502204725634,51.0
191,2842.5384386110436,126.0,47.0,229.0,251.46151388488528,383.7646497483378,1673.9678471896489,471.0,50.0,51.0
192,47.0,54.0,47.0,50.0,52.0,49.0,59.0,38.0,50.0,51.0
193,148.30735264311215,54.0,47.0,50.0,52.0,49.0,59.0,38.0,50.0,51.0
194,148.30735264311215,54.0,47.0,50.0,52.0,49.0,59.0,38.0,50.0,51.0
195,148.30735264311215,54.0,47.0,50.0,202.62778020452765,213.33098820694596,59.0,38.0,50.0,51.0
196,148.30735264311215,54.0,119.0,50.0,52.0,49.0,59.0,38.0,50.0,51.0
197,148.30735264311215,54.0,119.0,50.0,256.0214492163883,49.0,59.0,38.0,50.0,268.02988420527123
198,170.47761475477657,54.0,119.0,50.0,52.0,213.33098820694596,59.0,38.0,50.0,51.0
199,1261.6214734741993,54.0,72.9845731647055,105.0,52.0,213.33098820694596,236.57624285602088,38.0,50.0,51.0
200,647.1427840058587,293.2934543012069,4852.931602032011,190.0,52.0,183.47757460762386,71.0,496.4702770841479,483.6806415367376,120.0
201,726.8981114232806,333.2934543012069,3339.4968885748963,50.0,256.0214492163883,149.0,85.21050968647161,110.0,299.0,268.02988420527123
202,547.1072322264876,54.0,47.0,244.35280099725642,256.0214492163883,49.0,320.5762428560209,38.0,50.0,171.0
203,3276.7719182925202,54.0,47.0,50.0,52.0,61.364812484881284,59.0,38.0,203.72760869812575,195.9175687337923
204,2841.5111651095503,54.0,47.0,50.0,202.62778020452765,49.0,236.57624285602088,38.0,2810.2110768274597,290.76086715274164
205,609.9887798643268,54.0,47.0,50.0,256.0214492163883,243.84238709250513,59.0,203.51901880582247,3073.6876384197776,1784.8650259235412
206,573.8684133118215,126.0,47.0,50.0,52.0,49.0,236.57624285602088,170.0,275.7276086981258,123.0
207,2546.0,264.2934543012069,47.0,50.0,112.0,49.0,59.0,110.0,2858.164109666072,123.0
208,290.4776147547766,318.0904776291487,349.7530424596266,150.0,124.0,61.364812484881284,59.0,3490.528206100742,410.7276086981258,51.0
209,445.12892258316924,2584.1038067673976,2566.5725119360013,190.0,420.92915691389067,514.3191768887104,59.0,9526.743876630122,372.6806415367376,158.76086715274164
210,527.3327350496073,428.38657031776836,627.0735746460335,170.0,306.0214492163883,312.9881886817644,289.3624678153418,457.7291368348733,2656.483468129334,398.89855678729197
211,3017.1427840058586,573.0904776291487,2462.7530424596266,2397.0,244.0,352.9881886817644,577.1492203578343,442.7291368348733,50.0,147.0
212,497.3327350496073,459.0702940292309,2730.477061259446,336.0,2691.5486773956354,49.0,420.2838234987005,385.0,2330.7276086981256,179.0
213,11429.846380440153,1558.9810044120625,2483.445299540195,303.0,3094.1979068165515,49.0,2796.362467815342,2113.593285838613,2963.2110768274597,349.02988420527123
214,4614.786547541124,1590.2529931470308,10282.629733444606,420.83188141298785,394.75820311526775,342.3191768887104,1145.2536634886646,457.9478129001499,2891.164109666072,3566.0286244642357
215,191.0,471.1979645618593,1722.7509937445552,2246.0,2399.4182544848954,239.3530011666457,79.0,364.46683170597237,5150.867017623794,51.0
216,47.0,54.0,214.64787401097763,50.0,52.0,49.0,59.0,38.0,122.0,51.0
217,47.0,54.0,47.0,50.0,190.67080650022513,49.0,59.0,38.0,2410.726605247499,246.62683470679926
218,47.0,54.0,47.0,50.0,52.0,202.03178493103508,59.0,38.0,122.0,51.0
219,47.0,54.0,47.0,240.82439688147608,250.4717547236894,202.03178493103508,59.0,38.0,50.0,51.0
220,47.0,54.0,47.0,50.0,52.0,49.0,59.0,38.0,50.0,51.0
221,47.0,54.0,47.0,50.0,52.0,49.0,59.0,38.0,50.0,51.0
222,47.0,54.0,47.0,240.82439688147608,52.0,49.0,59.0,38.0,50.0,246.62683470679926
223,47.0,104.0,320.6654045121412,200.0,1291.8240749879399,315.69832202080596,59.0,252.38093895485437,255.8676108316626,51.0
224,2111.0,2389.9223831242693,513.8702200481732,182.0,389.1425612239145,184.10351338682457,59.0,38.0,287.92439063522335,51.0
225,247.12801936322793,432.7595966617989,119.0,122.0,79.45881585872661,294.1035133868246,59.0,38.0,122.0,51.0
226,2546.0,274.9500818456286,119.0,222.0,1139.864677035936,320.77089252376334,203.36192382262826,38.0,299.92439063522335,51.0
227,47.0,54.0,47.0,62.0,250.4717547236894,49.0,59.0,38.0,2739.40004126537,51.0
228,186.91630367102127,54.0,47.0,122.0,52.0,163.10351338682457,59.0,38.0,50.0,51.0
229,329.18796442591116,54.0,47.0,122.0,389.1425612239145,49.0,59.0,38.0,50.0,246.62683470679926
